         16709981 function calls (15665525 primitive calls) in 593.557 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/elementary/hyperbolic.py:1200(InverseHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/io_adapter.py:641(PrependParamsAndBuffersAotAutogradOutputStep)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/markers.py:30(InvalidMarker)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/combinatorial/numbers.py:2288(_MultisetHistogram)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:89(int16)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/ode/single.py:2014(SecondHypergeometric)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/integrals/transforms.py:1516(InverseHankelTransform)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/matrices/sparse.py:462(MutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/numberfields/exceptions.py:4(ClosureFailure)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/coreerrors.py:4(BaseCoreError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/builder.py:196(_missing)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/source.py:190(ParamBufferSource)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:782(HomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:71(ModularGCDFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/command/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/guards.py:1975(Config)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/facts.py:565(InconsistentAssumptions)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/groundtypes.py:25(_GMPYRational)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:92(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/plotting/series.py:2122(GenericDataSeries)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:923(ValueTerminal)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/_parser.py:34(Value)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:57(OperationNotSupported)
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/logging/__init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/lambdify.py:1274(_TensorflowEvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/calculus/odes.py:4(ODEMethods)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_utils.py:941(get_calls)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/numberfields/modules.py:1847(ModuleEndomorphism)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/plotting/series.py:2104(ContourSeries)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:926(MeijerFormulaCollection)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/multiprocessing/synchronize.py:184(RLock)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/geometry/line.py:2834(Segment3D)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/integrals/transforms.py:1454(HankelTransform)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:155(PolificationFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:167(bool_)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:149(float64)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/rootoftools.py:151(RootOf)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/_distutils_hack/__init__.py:134(create_module)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/agca/homomorphisms.py:574(SubModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:742(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/source.py:516(FSDPNNModuleSource)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:949(Operator)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1009(ShiftA)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/multiprocessing/synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:1189(NumpyDTypeVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/backends/amd/driver.py:405(HIPLauncher)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/libmp/libhyper.py:43(NoConvergence)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/jaraco/functools/__init__.py:310(first_invoke)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/dir_util.py:23(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:161(complex128)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/getpass.py:26(GetPassWarning)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:143(float32)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:9(DistutilsError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/alphabets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/configparser.py:216(DuplicateOptionError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/ode/single.py:2100(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:95(int32)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/optimizer.py:29(ArgMappingException)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/source.py:510(NotNNModuleSource)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/calculus/inverselaplace.py:354(deHoog)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/libmp/libmpf.py:43(ComplexResult)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/evalf.py:66(PrecisionExhausted)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:116(uint16)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/argparse.py:1240(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/geometry/exceptions.py:3(GeometryError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/integrals/meijerint.py:313(_CoeffExpValueError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/calculus/calculus.py:1(CalculusMethods)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:298(NewGlobalVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:217(EncodedWord)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/_sympy/value_ranges.py:54(ValueRangeError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:33(InternalTorchDynamoError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/checkpoint.py:765(_Holder)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:110(uint8)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:110(DomainError)
        1    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:918(InhomogeneousGeneralQuadratic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/sqrtdenest.py:216(SqrtdenestStopIteration)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/function.py:105(ArgumentIndexError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/solveset.py:68(NonlinearError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/strategies/core.py:115(switch)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/user_defined.py:66(UserDefinedVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/importlib_resources/abc.py:56(TraversalError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/tensor/functions.py:138(NoShapeError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/xpu/__init__.py:72(is_initialized)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:821(ContentType)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/testing/_internal/logging_tensor.py:86(LoggingTensorMode)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/operations.py:460(ShortCircuit)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/importlib_resources/_adapters.py:141(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:273(ExtractError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyoptions.py:59(OptionType)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/ode/single.py:37(ODEMatchError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/errors.py:20(OnnxExporterWarning)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:933(EWWhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/_distutils_hack/__init__.py:26(clear_distutils)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:122(uint32)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/assumptions.py:680(ManagedProperties)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:155(complex64)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/checkpoint.py:807(_CheckpointFrame)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_util.py:24(AxisError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/multipledispatch/dispatcher.py:10(MDNotImplementedError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/logic.py:393(Or)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/_beartype.py:52(CallHintViolationWarning)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/linalg.py:15(LinAlgError)
        1    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:690(Attribute)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/cache.py:45(__cacheit)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/matrices/eigen.py:38(Eigen)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/ode/single.py:2485(NthLinearEulerEqNonhomogeneousVariationOfParameters)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/function.py:101(PoleError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:68(ResetRequired)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/configparser.py:340(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/jaraco/context.py:319(suppress)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/multipledispatch/conflict.py:3(AmbiguityWarning)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/magic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/importlib_resources/_adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/ode/single.py:2789(SecondLinearAiry)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/tensor/indexed.py:120(IndexException)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/language/core.py:361(__str__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/identification.py:13(IdentificationMethods)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/calculus/quadrature.py:389(GaussLegendre)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/combinatorial/factorials.py:281(MultiFactorial)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/_elffile.py:19(ELFInvalid)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:958(GeneralSumOfSquares)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/matrices/dense.py:114(MutableDenseMatrix)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyoptions.py:653(Polys)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/_parser.py:39(Op)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/matrices/exceptions.py:38(DMNonInvertibleMatrixError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/decorators.py:95(_disallow_in_graph_helper)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1076(UnShiftB)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyoptions.py:42(Flag)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/iterables.py:3015(NotIterable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/__init__.py:285(sic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyerrors.py:147(UnivariatePolynomialError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/polysys.py:15(SolveFailed)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/agca/modules.py:1328(QuotientModuleElement)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/markers.py:36(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/solvers.py:18(PolyNonlinearError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/logic/boolalg.py:415(__hash__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/numberfields/modules.py:1867(InnerEndomorphism)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/more_itertools/more.py:3661(AbortThread)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:972(DeletedVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:706(Value)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:1134(GeneralSumOfEvenPowers)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/numberfields/exceptions.py:39(StructureError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:175(UnsafeScriptObjectError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1247(MeijerUnShiftC)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:111(ArgsMismatchError)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_dtypes.py:39(number)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:676(InhomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/numpy.py:315(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/sets/ordinals.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/coreerrors.py:8(NonCommutativeExpression)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/requirements.py:15(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/ctx_base.py:21(Context)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/ode/systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/release.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/urllib/parse.py:410(_checknetloc)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/misc.py:13(Undecidable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/compiler/errors.py:45(CompileTimeAssertionFailure)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/dist.py:953(DistDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_ndarray.py:173(_Unspecified)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/elementary/hyperbolic.py:106(HyperbolicFunction)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/matrices/exceptions.py:13(DMError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/sets/ordinals.py:253(OrdinalZero)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:1168(RegexPatternVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/exporter.py:1370(InvalidExportOptionsError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/_header_value_parser.py:512(NoFoldLiteral)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/integrals/transforms.py:453(MellinTransformStripError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/misc.py:194(UnknownVariable)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:288(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/trace_rules.py:2980(_allowed_callable_ids)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/discovery.py:258(FlatLayoutModuleFinder)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/markers.py:42(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/facts.py:252(TautologyDetected)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/errors.py:22(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/diophantine/diophantine.py:1107(CubicThue)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:1162(MeijerUnShiftA)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/sets/ordinals.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/xpu/__init__.py:27(<lambda>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_vendor/backports/tarfile/__init__.py:282(StreamError)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/numberfields/galois_resolvents.py:39(GaloisGroupException)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/logic/boolalg.py:343(__eq__)
