         16709981 function calls (15665525 primitive calls) in 593.557 seconds

   Ordered by: cumulative time, internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/dicts.py:455(DictView)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/formats/csvs.py:204(_need_to_save_header)
       50    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/_config/config.py:610(_get_deprecated_option)
      346    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/bytecode_analysis.py:131(ReadsWrites)
       36    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/multipledispatch/conflict.py:30(<genexpr>)
       42    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/codecs.py:186(__init__)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/reader.py:138(check_printable)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_library}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/factortools.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/symbolic_helper.py:1859(_reduce_with_dtype_helper)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/logic/inference.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/domain.py:379(__call__)
       47    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/fractionfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/functions/zetazeros.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/symbolic_helper.py:1844(_overload_by_arg_count)
       20    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/construction.py:458(ensure_wrapped_if_datetimelike)
       13    0.000    0.000    0.000    0.000 {method 'zero_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/euclidtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/requirements.py:4(<module>)
       36    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/events.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/symbol.py:206(Symbol)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/utils/_triton.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/sets/fancysets.py:1440(PolarComplexRegion)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/exc.py:162(UserStopIteration)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/generic.py:523(_get_axis)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/elementary/miscellaneous.py:35(IdentityFunction)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/indexes/base.py:2688(_isnan)
       36    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/events.py:46(__init__)
       12    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/basic.py:256(__hash__)
       25    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/polyoptions.py:62(__init__)
       12    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/_collections_abc.py:816(clear)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/traversal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/series/sequences.py:26(SeqBase)
      128    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/runtime/jit.py:252(__init__)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/zipfile.py:1220(__init__)
       33    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:2027(RewriteSymbolics)
        6    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/misc.py:181(debug_decorator)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/numbers.py:3310(NaN)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/simplex.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/inspect.py:1917(<listcomp>)
      124    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/functions/functions.py:85(defun)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/integrals/laplace.py:2199(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/geometry/entity.py:67(<listcomp>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/coreerrors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/dicts.py:920(PythonSysModulesVariable)
        7    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/argparse.py:2358(_get_values)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/agca/ideals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/geometry/line.py:47(<listcomp>)
       44    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/matrices/matrices.py:749(__init__)
       10    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1435(_is_dtype)
      108    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/scanner.py:690(check_document_start)
      110    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/numpy/core/multiarray.py:1079(copyto)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/internals/managers.py:1823(_consolidate_inplace)
      134    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/utils.py:2034(TensorStaticReason)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/misc.py:1(<module>)
       58    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/dataclasses.py:769(<listcomp>)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/io/formats/csvs.py:193(nlevels)
       80    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_numpy/_ndarray.py:84(create_method)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/expressiondomain.py:26(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/fx/patcher.py:2(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_result.py:28(Result)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/pstats.py:89(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/core/indexes/range.py:926(_getitem_slice)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/variables/sdpa.py:3(<module>)
      100    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/optim/optimizer.py:449(_optimizer_step_code)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/elementary/trigonometric.py:2029(InverseTrigonometricFunction)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/enumerative.py:1(<module>)
       11    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:736(__mro_entries__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/operations.py:552(AssocOpDispatcher)
       19    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/pathlib.py:691(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/__init__.py:2203(__getattr__)
       15    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/decorator.py:164(depends_on_deco)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/types.py:55(DynamoCallbackFn)
       19    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/language/core.py:163(__init__)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/printing/rcode.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/utilities/misc.py:305(func_name)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/functions/zeta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/importlib_resources/readers.py:20(__init__)
      165    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/typing_extensions.py:2756(<listcomp>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/packaging/_structures.py:6(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/mpmath/libmp/libintmath.py:89(<listcomp>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/optim/optimizer.py:462(profile_hook_step)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/dist.py:119(<listcomp>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_inductor/config.py:553(cpp)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/registration.py:65(OverrideDict)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/elementary/exponential.py:219(exp)
      196    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/bytecode_analysis.py:177(StackSize)
       37    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_dynamo/trace_rules.py:3169(_strip_init_py)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/ring_series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/functools.py:870(wrapper)
        2    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/polys/domains/complexfield.py:63(dtype)
       25    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/pandas/_config/config.py:578(_select_options)
       24    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/functions/elementary/trigonometric.py:2573(atan)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/triton/runtime/cache.py:130(RemoteCacheBackend)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/core/numbers.py:1780(__new__)
       31    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/emitter.py:430(check_empty_document)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/solvers/recurr.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/enum.py:932(__or__)
       17    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/typing.py:886(<genexpr>)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_tool_component.py:19(ToolComponent)
       10    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/subprocess.py:1724(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/email/feedparser.py:184(close)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_globals.py:2(<module>)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/yaml/scanner.py:359(fetch_stream_start)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/sympy/integrals/transforms.py:821(InverseMellinTransform)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/_internal/registration.py:203(SymbolicRegistry)
        5    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/onnx/symbolic_opset9.py:2063(wrap_logical_op_with_negation)
        1    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/setuptools/_distutils/log.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /root/anaconda3/envs/accelergy/lib/python3.8/site-packages/torch/_logging/_internal.py:553(configure_artifact_log)
